             	node1  Z	node2  Z	node3  Z	node4  Z	node5  Z	node6  Z	node7  Z	node8  Z	node9  Z	node10 Z	node11 Z	node12 Z	node13 Z	node14 Z	node15 Z	node16 Z	node17 Z	node18 Z	node19 Z	node20 Z	node21 Z	node22 Z	node23 Z	node24 Z	node25 Z	node26 Z	node27 Z	node28 Z	node29 Z	node30 Z	node31 Z	node32 Z	node33 Z	node34 Z	node35 Z	node36 Z	node37 Z	node38 Z	node39 Z	node40 Z	node41 Z	node42 Z	node43 Z	node44 Z	node45 Z	node46 Z	node47 Z	node48 Z	node49 Z	node50 Z	node51 Z	node52 Z	node53 Z	node54 Z	node55 Z	node56 Z	node57 Z	node58 Z	node59 Z	node60 Z	node61 Z	node62 Z	node63 Z	node64 Z	node65 Z	node66 Z	node67 Z	node68 Z	node69 Z	node70 Z	node71 Z	node72 Z	node73 Z	node74 Z	node75 Z	node76 Z	node77 Z	node78 Z	node79 Z	node80 Z	node81 Z	node82 Z	node83 Z	node84 Z	node85 Z	node86 Z	node87 Z	node88 Z	node89 Z	node90 Z	node91 Z	node92 Z	node93 Z	node94 Z	node95 Z	node96 Z	node97 Z	node98 Z	node99 Z	node100Z	
Time=1.150000	0.048162	0.144486	0.240810	0.337133	0.433457	0.529781	0.626106	0.722430	0.818754	0.915079	1.011404	1.107728	1.204054	1.300379	1.396704	1.493029	1.589355	1.685681	1.782006	1.878332	1.974658	2.070984	2.167310	2.263636	2.359962	2.456289	2.552615	2.648941	2.745268	2.841594	2.937921	3.034247	3.130574	3.226901	3.323227	3.419554	3.515881	3.612208	3.708534	3.804861	3.901188	3.997515	4.093842	4.190169	4.286496	4.382824	4.479151	4.575478	4.671805	4.768132	4.864459	4.960787	5.057114	5.153441	5.249768	5.346095	5.442422	5.538749	5.635076	5.731403	5.827730	5.924057	6.020384	6.116711	6.213038	6.309364	6.405691	6.502018	6.598344	6.694671	6.790997	6.887324	6.983650	7.079977	7.176303	7.272629	7.368955	7.465281	7.561608	7.657934	7.754259	7.850585	7.946911	8.043237	8.139562	8.235887	8.332213	8.428538	8.524863	8.621188	8.717512	8.813837	8.910162	9.006486	9.102810	9.199134	9.295458	9.391782	9.488105	9.584429	
Time=1.160000	0.048162	0.144486	0.240810	0.337133	0.433457	0.529782	0.626106	0.722430	0.818754	0.915079	1.011404	1.107729	1.204054	1.300379	1.396704	1.493029	1.589355	1.685680	1.782006	1.878332	1.974658	2.070984	2.167310	2.263636	2.359962	2.456288	2.552615	2.648941	2.745267	2.841594	2.937920	3.034247	3.130574	3.226900	3.323227	3.419554	3.515880	3.612207	3.708534	3.804861	3.901188	3.997515	4.093842	4.190169	4.286496	4.382823	4.479151	4.575478	4.671805	4.768132	4.864459	4.960786	5.057114	5.153441	5.249768	5.346095	5.442422	5.538749	5.635076	5.731403	5.827730	5.924057	6.020384	6.116711	6.213038	6.309365	6.405691	6.502018	6.598345	6.694671	6.790998	6.887324	6.983651	7.079977	7.176303	7.272629	7.368956	7.465282	7.561608	7.657934	7.754260	7.850585	7.946911	8.043237	8.139562	8.235887	8.332213	8.428538	8.524863	8.621188	8.717512	8.813837	8.910161	9.006486	9.102810	9.199134	9.295458	9.391782	9.488105	9.584429	
Time=1.170000	0.048162	0.144486	0.240810	0.337134	0.433458	0.529782	0.626106	0.722430	0.818755	0.915079	1.011404	1.107729	1.204054	1.300379	1.396704	1.493029	1.589355	1.685680	1.782006	1.878332	1.974657	2.070983	2.167309	2.263635	2.359961	2.456288	2.552614	2.648940	2.745267	2.841593	2.937920	3.034246	3.130573	3.226900	3.323226	3.419553	3.515880	3.612207	3.708534	3.804861	3.901188	3.997515	4.093842	4.190169	4.286496	4.382823	4.479150	4.575478	4.671805	4.768132	4.864459	4.960786	5.057113	5.153441	5.249768	5.346095	5.442422	5.538749	5.635076	5.731403	5.827730	5.924057	6.020384	6.116711	6.213038	6.309365	6.405691	6.502018	6.598345	6.694671	6.790998	6.887324	6.983651	7.079977	7.176303	7.272630	7.368956	7.465282	7.561608	7.657934	7.754259	7.850585	7.946911	8.043236	8.139562	8.235887	8.332212	8.428537	8.524862	8.621187	8.717511	8.813836	8.910161	9.006485	9.102809	9.199133	9.295457	9.391781	9.488105	9.584429	
Time=1.180000	0.048162	0.144486	0.240810	0.337134	0.433458	0.529782	0.626106	0.722431	0.818755	0.915080	1.011404	1.107729	1.204054	1.300379	1.396704	1.493029	1.589355	1.685680	1.782006	1.878331	1.974657	2.070983	2.167309	2.263635	2.359961	2.456287	2.552613	2.648939	2.745266	2.841592	2.937919	3.034245	3.130572	3.226899	3.323226	3.419553	3.515879	3.612206	3.708533	3.804860	3.901187	3.997514	4.093841	4.190169	4.286496	4.382823	4.479150	4.575477	4.671804	4.768131	4.864459	4.960786	5.057113	5.153440	5.249767	5.346094	5.442422	5.538749	5.635076	5.731403	5.827730	5.924057	6.020384	6.116711	6.213038	6.309364	6.405691	6.502018	6.598345	6.694671	6.790998	6.887324	6.983651	7.079977	7.176303	7.272629	7.368956	7.465281	7.561607	7.657933	7.754259	7.850584	7.946910	8.043235	8.139561	8.235886	8.332211	8.428536	8.524861	8.621186	8.717510	8.813835	8.910159	9.006484	9.102808	9.199132	9.295456	9.391780	9.488104	9.584428	
Time=1.190000	0.048162	0.144486	0.240810	0.337134	0.433458	0.529783	0.626107	0.722431	0.818755	0.915080	1.011405	1.107729	1.204054	1.300379	1.396704	1.493029	1.589354	1.685680	1.782005	1.878331	1.974656	2.070982	2.167308	2.263634	2.359960	2.456286	2.552612	2.648939	2.745265	2.841591	2.937918	3.034245	3.130571	3.226898	3.323225	3.419552	3.515879	3.612206	3.708533	3.804860	3.901187	3.997514	4.093841	4.190168	4.286495	4.382822	4.479149	4.575476	4.671804	4.768131	4.864458	4.960785	5.057112	5.153439	5.249766	5.346094	5.442421	5.538748	5.635075	5.731402	5.827729	5.924056	6.020383	6.116710	6.213037	6.309364	6.405691	6.502017	6.598344	6.694671	6.790997	6.887324	6.983650	7.079976	7.176303	7.272629	7.368955	7.465281	7.561607	7.657932	7.754258	7.850583	7.946909	8.043234	8.139559	8.235884	8.332209	8.428534	8.524859	8.621184	8.717508	8.813833	8.910158	9.006482	9.102806	9.199130	9.295455	9.391778	9.488102	9.584427	
Time=1.200000	0.048162	0.144486	0.240810	0.337134	0.433458	0.529783	0.626107	0.722431	0.818755	0.915080	1.011405	1.107729	1.204054	1.300379	1.396704	1.493029	1.589354	1.685679	1.782005	1.878330	1.974656	2.070981	2.167307	2.263633	2.359959	2.456285	2.552611	2.648938	2.745264	2.841590	2.937917	3.034244	3.130570	3.226897	3.323224	3.419551	3.515878	3.612205	3.708532	3.804859	3.901186	3.997513	4.093840	4.190167	4.286494	4.382821	4.479148	4.575475	4.671803	4.768130	4.864457	4.960784	5.057111	5.153438	5.249765	5.346093	5.442420	5.538747	5.635074	5.731401	5.827728	5.924055	6.020382	6.116709	6.213036	6.309363	6.405690	6.502016	6.598343	6.694670	6.790996	6.887323	6.983649	7.079975	7.176302	7.272628	7.368954	7.465280	7.561605	7.657931	7.754257	7.850582	7.946907	8.043233	8.139558	8.235883	8.332208	8.428533	8.524857	8.621182	8.717507	8.813831	8.910156	9.006480	9.102804	9.199128	9.295453	9.391777	9.488100	9.584425	
Time=1.210000	0.048162	0.144486	0.240810	0.337134	0.433458	0.529782	0.626107	0.722431	0.818755	0.915080	1.011404	1.107729	1.204053	1.300378	1.396703	1.493028	1.589353	1.685679	1.782004	1.878329	1.974655	2.070980	2.167306	2.263632	2.359958	2.456284	2.552610	2.648937	2.745263	2.841590	2.937916	3.034243	3.130569	3.226896	3.323223	3.419550	3.515877	3.612204	3.708531	3.804858	3.901185	3.997512	4.093839	4.190166	4.286493	4.382820	4.479147	4.575474	4.671801	4.768129	4.864456	4.960783	5.057110	5.153437	5.249764	5.346091	5.442418	5.538745	5.635072	5.731400	5.827727	5.924054	6.020381	6.116708	6.213035	6.309361	6.405688	6.502015	6.598342	6.694668	6.790995	6.887321	6.983648	7.079974	7.176300	7.272626	7.368952	7.465278	7.561604	7.657930	7.754255	7.850580	7.946906	8.043231	8.139556	8.235881	8.332206	8.428531	8.524856	8.621180	8.717505	8.813829	8.910154	9.006478	9.102802	9.199126	9.295450	9.391774	9.488098	9.584422	
Time=1.220000	0.048162	0.144486	0.240810	0.337134	0.433458	0.529782	0.626106	0.722430	0.818754	0.915079	1.011403	1.107728	1.204053	1.300377	1.396702	1.493027	1.589352	1.685678	1.782003	1.878328	1.974654	2.070980	2.167305	2.263631	2.359957	2.456283	2.552610	2.648936	2.745262	2.841589	2.937915	3.034242	3.130569	3.226895	3.323222	3.419549	3.515876	3.612203	3.708530	3.804857	3.901184	3.997511	4.093838	4.190165	4.286492	4.382819	4.479146	4.575473	4.671800	4.768127	4.864454	4.960782	5.057109	5.153436	5.249763	5.346090	5.442417	5.538744	5.635071	5.731398	5.827725	5.924052	6.020379	6.116706	6.213033	6.309360	6.405687	6.502013	6.598340	6.694667	6.790993	6.887320	6.983646	7.079972	7.176299	7.272625	7.368951	7.465277	7.561602	7.657928	7.754254	7.850579	7.946904	8.043230	8.139555	8.235880	8.332205	8.428529	8.524854	8.621179	8.717503	8.813828	8.910152	9.006476	9.102800	9.199124	9.295448	9.391772	9.488096	9.584420	
Time=1.230000	0.048162	0.144486	0.240810	0.337133	0.433457	0.529781	0.626105	0.722429	0.818753	0.915078	1.011402	1.107727	1.204052	1.300376	1.396701	1.493026	1.589351	1.685677	1.782002	1.878328	1.974653	2.070979	2.167305	2.263631	2.359957	2.456283	2.552609	2.648935	2.745262	2.841588	2.937915	3.034241	3.130568	3.226895	3.323222	3.419549	3.515875	3.612202	3.708529	3.804856	3.901183	3.997510	4.093837	4.190164	4.286491	4.382818	4.479145	4.575472	4.671799	4.768126	4.864453	4.960780	5.057107	5.153435	5.249762	5.346089	5.442416	5.538743	5.635070	5.731397	5.827724	5.924051	6.020378	6.116704	6.213031	6.309358	6.405685	6.502012	6.598338	6.694665	6.790992	6.887318	6.983645	7.079971	7.176297	7.272623	7.368949	7.465275	7.561601	7.657927	7.754252	7.850578	7.946903	8.043228	8.139554	8.235879	8.332203	8.428528	8.524853	8.621177	8.717502	8.813826	8.910151	9.006475	9.102799	9.199123	9.295447	9.391770	9.488094	9.584418	
Time=1.240000	0.048162	0.144486	0.240809	0.337133	0.433456	0.529780	0.626104	0.722428	0.818752	0.915077	1.011401	1.107726	1.204050	1.300375	1.396700	1.493025	1.589350	1.685676	1.782001	1.878327	1.974652	2.070978	2.167304	2.263630	2.359956	2.456282	2.552609	2.648935	2.745261	2.841588	2.937915	3.034241	3.130568	3.226895	3.323221	3.419548	3.515875	3.612202	3.708529	3.804856	3.901183	3.997510	4.093836	4.190163	4.286490	4.382817	4.479144	4.575471	4.671798	4.768125	4.864452	4.960779	5.057106	5.153433	5.249760	5.346087	5.442414	5.538741	5.635068	5.731395	5.827722	5.924049	6.020376	6.116703	6.213030	6.309357	6.405683	6.502010	6.598337	6.694663	6.790990	6.887316	6.983643	7.079969	7.176295	7.272622	7.368948	7.465274	7.561600	7.657925	7.754251	7.850577	7.946902	8.043227	8.139553	8.235878	8.332203	8.428528	8.524852	8.621177	8.717501	8.813825	8.910150	9.006474	9.102798	9.199122	9.295445	9.391769	9.488092	9.584416	
Time=1.250000	0.048162	0.144485	0.240809	0.337132	0.433456	0.529780	0.626103	0.722427	0.818751	0.915076	1.011400	1.107725	1.204049	1.300374	1.396699	1.493024	1.589350	1.685675	1.782001	1.878326	1.974652	2.070978	2.167304	2.263630	2.359956	2.456282	2.552609	2.648935	2.745261	2.841588	2.937914	3.034241	3.130568	3.226894	3.323221	3.419548	3.515875	3.612201	3.708528	3.804855	3.901182	3.997509	4.093836	4.190163	4.286490	4.382817	4.479144	4.575471	4.671798	4.768125	4.864452	4.960779	5.057106	5.153433	5.249760	5.346087	5.442414	5.538741	5.635067	5.731394	5.827721	5.924048	6.020375	6.116702	6.213029	6.309355	6.405682	6.502009	6.598335	6.694662	6.790989	6.887315	6.983642	7.079968	7.176294	7.272620	7.368947	7.465273	7.561599	7.657924	7.754250	7.850576	7.946901	8.043227	8.139552	8.235877	8.332202	8.428527	8.524852	8.621176	8.717501	8.813825	8.910149	9.006473	9.102797	9.199121	9.295444	9.391768	9.488091	9.584414	
Time=1.260000	0.048162	0.144485	0.240808	0.337132	0.433455	0.529779	0.626103	0.722427	0.818751	0.915075	1.011399	1.107724	1.204049	1.300374	1.396699	1.493024	1.589349	1.685675	1.782000	1.878326	1.974652	2.070978	2.167304	2.263630	2.359956	2.456282	2.552609	2.648935	2.745261	2.841588	2.937914	3.034241	3.130568	3.226894	3.323221	3.419548	3.515875	3.612201	3.708528	3.804855	3.901182	3.997509	4.093836	4.190163	4.286490	4.382817	4.479143	4.575470	4.671797	4.768124	4.864451	4.960778	5.057105	5.153432	5.249759	5.346086	5.442413	5.538740	5.635067	5.731394	5.827721	5.924048	6.020374	6.116701	6.213028	6.309355	6.405681	6.502008	6.598335	6.694661	6.790988	6.887314	6.983641	7.079967	7.176293	7.272620	7.368946	7.465272	7.561598	7.657924	7.754250	7.850575	7.946901	8.043226	8.139552	8.235877	8.332202	8.428527	8.524852	8.621176	8.717500	8.813825	8.910149	9.006473	9.102796	9.199120	9.295444	9.391767	9.488090	9.584414	
Time=1.270000	0.048162	0.144485	0.240808	0.337132	0.433455	0.529779	0.626103	0.722426	0.818751	0.915075	1.011399	1.107724	1.204049	1.300374	1.396699	1.493024	1.589349	1.685675	1.782000	1.878326	1.974652	2.070978	2.167304	2.263630	2.359956	2.456282	2.552609	2.648935	2.745262	2.841588	2.937915	3.034241	3.130568	3.226895	3.323221	3.419548	3.515875	3.612201	3.708528	3.804855	3.901182	3.997509	4.093836	4.190163	4.286490	4.382817	4.479144	4.575471	4.671797	4.768124	4.864451	4.960778	5.057105	5.153432	5.249759	5.346086	5.442413	5.538740	5.635067	5.731394	5.827721	5.924048	6.020374	6.116701	6.213028	6.309355	6.405681	6.502008	6.598335	6.694661	6.790988	6.887314	6.983641	7.079967	7.176293	7.272620	7.368946	7.465272	7.561598	7.657924	7.754250	7.850575	7.946901	8.043227	8.139552	8.235877	8.332202	8.428527	8.524852	8.621176	8.717501	8.813825	8.910149	9.006473	9.102797	9.199120	9.295444	9.391767	9.488090	9.584413	
Time=1.280000	0.048162	0.144485	0.240808	0.337132	0.433455	0.529779	0.626103	0.722427	0.818751	0.915075	1.011400	1.107724	1.204049	1.300374	1.396699	1.493024	1.589349	1.685675	1.782001	1.878326	1.974652	2.070978	2.167304	2.263630	2.359956	2.456283	2.552609	2.648935	2.745262	2.841588	2.937915	3.034241	3.130568	3.226895	3.323221	3.419548	3.515875	3.612202	3.708529	3.804855	3.901182	3.997509	4.093836	4.190163	4.286490	4.382817	4.479144	4.575471	4.671798	4.768125	4.864452	4.960779	5.057106	5.153433	5.249760	5.346087	5.442414	5.538741	5.635068	5.731395	5.827722	5.924048	6.020375	6.116702	6.213029	6.309355	6.405682	6.502009	6.598335	6.694662	6.790988	6.887315	6.983641	7.079968	7.176294	7.272620	7.368946	7.465272	7.561599	7.657924	7.754250	7.850576	7.946902	8.043227	8.139553	8.235878	8.332203	8.428528	8.524852	8.621177	8.717501	8.813826	8.910150	9.006474	9.102797	9.199121	9.295445	9.391768	9.488091	9.584414	
Time=1.290000	0.048162	0.144485	0.240809	0.337132	0.433456	0.529780	0.626103	0.722427	0.818752	0.915076	1.011400	1.107725	1.204050	1.300375	1.396700	1.493025	1.589350	1.685676	1.782001	1.878327	1.974653	2.070979	2.167305	2.263631	2.359957	2.456283	2.552609	2.648936	2.745262	2.841589	2.937915	3.034242	3.130568	3.226895	3.323222	3.419549	3.515875	3.612202	3.708529	3.804856	3.901183	3.997510	4.093837	4.190164	4.286491	4.382818	4.479145	4.575472	4.671799	4.768126	4.864453	4.960780	5.057107	5.153434	5.249761	5.346088	5.442415	5.538742	5.635069	5.731396	5.827723	5.924050	6.020376	6.116703	6.213030	6.309357	6.405683	6.502010	6.598337	6.694663	6.790990	6.887316	6.983643	7.079969	7.176295	7.272621	7.368948	7.465274	7.561600	7.657926	7.754251	7.850577	7.946903	8.043228	8.139553	8.235879	8.332204	8.428529	8.524853	8.621178	8.717502	8.813827	8.910151	9.006475	9.102798	9.199122	9.295446	9.391769	9.488092	9.584416	
Time=1.300000	0.048162	0.144486	0.240809	0.337133	0.433457	0.529781	0.626104	0.722428	0.818753	0.915077	1.011402	1.107726	1.204051	1.300376	1.396701	1.493026	1.589351	1.685677	1.782002	1.878328	1.974654	2.070979	2.167305	2.263631	2.359957	2.456284	2.552610	2.648936	2.745263	2.841589	2.937916	3.034242	3.130569	3.226895	3.323222	3.419549	3.515876	3.612203	3.708530	3.804856	3.901183	3.997510	4.093837	4.190164	4.286491	4.382819	4.479146	4.575473	4.671800	4.768127	4.864454	4.960781	5.057108	5.153435	5.249762	5.346089	5.442416	5.538743	5.635070	5.731397	5.827724	5.924051	6.020378	6.116705	6.213032	6.309358	6.405685	6.502012	6.598338	6.694665	6.790991	6.887318	6.983644	7.079971	7.176297	7.272623	7.368949	7.465275	7.561601	7.657927	7.754253	7.850578	7.946904	8.043229	8.139554	8.235880	8.332204	8.428529	8.524854	8.621179	8.717503	8.813828	8.910152	9.006476	9.102800	9.199124	9.295447	9.391771	9.488094	9.584418	
Time=1.310000	0.048162	0.144486	0.240810	0.337133	0.433457	0.529781	0.626105	0.722429	0.818754	0.915078	1.011403	1.107727	1.204052	1.300377	1.396702	1.493027	1.589352	1.685678	1.782003	1.878328	1.974654	2.070980	2.167306	2.263632	2.359958	2.456284	2.552610	2.648936	2.745263	2.841589	2.937916	3.034242	3.130569	3.226896	3.323222	3.419549	3.515876	3.612203	3.708530	3.804857	3.901184	3.997511	4.093838	4.190165	4.286492	4.382819	4.479146	4.575473	4.671801	4.768128	4.864455	4.960782	5.057109	5.153436	5.249763	5.346091	5.442418	5.538745	5.635072	5.731399	5.827726	5.924053	6.020380	6.116706	6.213033	6.309360	6.405687	6.502014	6.598340	6.694667	6.790993	6.887320	6.983646	7.079972	7.176298	7.272625	7.368951	7.465277	7.561602	7.657928	7.754254	7.850579	7.946905	8.043230	8.139555	8.235880	8.332205	8.428530	8.524855	8.621179	8.717504	8.813828	8.910153	9.006477	9.102801	9.199125	9.295449	9.391772	9.488096	9.584420	
Time=1.320000	0.048162	0.144486	0.240810	0.337134	0.433458	0.529782	0.626106	0.722430	0.818755	0.915079	1.011404	1.107728	1.204053	1.300378	1.396703	1.493028	1.589353	1.685678	1.782004	1.878329	1.974655	2.070980	2.167306	2.263632	2.359958	2.456284	2.552610	2.648936	2.745263	2.841589	2.937915	3.034242	3.130569	3.226895	3.323222	3.419549	3.515876	3.612203	3.708530	3.804857	3.901184	3.997511	4.093838	4.190165	4.286492	4.382820	4.479147	4.575474	4.671801	4.768128	4.864455	4.960783	5.057110	5.153437	5.249764	5.346091	5.442418	5.538745	5.635073	5.731400	5.827727	5.924054	6.020381	6.116708	6.213034	6.309361	6.405688	6.502015	6.598341	6.694668	6.790994	6.887321	6.983647	7.079973	7.176300	7.272626	7.368952	7.465277	7.561603	7.657929	7.754254	7.850580	7.946905	8.043230	8.139555	8.235880	8.332205	8.428530	8.524855	8.621179	8.717504	8.813828	8.910153	9.006477	9.102801	9.199125	9.295449	9.391773	9.488097	9.584421	
Time=1.330000	0.048162	0.144486	0.240810	0.337134	0.433458	0.529782	0.626107	0.722431	0.818755	0.915080	1.011404	1.107729	1.204054	1.300378	1.396703	1.493028	1.589353	1.685678	1.782004	1.878329	1.974655	2.070980	2.167306	2.263632	2.359957	2.456284	2.552610	2.648936	2.745262	2.841589	2.937915	3.034242	3.130568	3.226895	3.323222	3.419549	3.515876	3.612203	3.708530	3.804857	3.901184	3.997511	4.093838	4.190165	4.286492	4.382819	4.479147	4.575474	4.671801	4.768128	4.864455	4.960783	5.057110	5.153437	5.249764	5.346091	5.442418	5.538746	5.635073	5.731400	5.827727	5.924054	6.020381	6.116708	6.213035	6.309362	6.405688	6.502015	6.598342	6.694668	6.790995	6.887321	6.983648	7.079974	7.176300	7.272626	7.368952	7.465277	7.561603	7.657929	7.754254	7.850580	7.946905	8.043230	8.139555	8.235880	8.332205	8.428530	8.524854	8.621179	8.717503	8.813828	8.910152	9.006477	9.102801	9.199125	9.295449	9.391773	9.488097	9.584421	
Time=1.340000	0.048162	0.144486	0.240810	0.337134	0.433458	0.529782	0.626107	0.722431	0.818755	0.915080	1.011404	1.107729	1.204053	1.300378	1.396703	1.493028	1.589353	1.685678	1.782003	1.878329	1.974654	2.070980	2.167305	2.263631	2.359957	2.456283	2.552609	2.648935	2.745262	2.841588	2.937915	3.034241	3.130568	3.226895	3.323221	3.419548	3.515875	3.612202	3.708529	3.804856	3.901183	3.997510	4.093837	4.190165	4.286492	4.382819	4.479146	4.575473	4.671800	4.768127	4.864455	4.960782	5.057109	5.153436	5.249763	5.346091	5.442418	5.538745	5.635072	5.731399	5.827726	5.924053	6.020380	6.116707	6.213034	6.309361	6.405688	6.502014	6.598341	6.694668	6.790994	6.887321	6.983647	7.079973	7.176299	7.272625	7.368951	7.465277	7.561602	7.657928	7.754253	7.850579	7.946904	8.043229	8.139554	8.235879	8.332204	8.428529	8.524853	8.621178	8.717502	8.813827	8.910151	9.006475	9.102800	9.199124	9.295448	9.391772	9.488096	9.584420	
Time=1.350000	0.048162	0.144486	0.240810	0.337134	0.433458	0.529782	0.626106	0.722430	0.818754	0.915079	1.011403	1.107728	1.204052	1.300377	1.396702	1.493027	1.589352	1.685677	1.782002	1.878328	1.974653	2.070979	2.167304	2.263630	2.359956	2.456282	2.552608	2.648934	2.745261	2.841587	2.937914	3.034240	3.130567	3.226894	3.323221	3.419547	3.515874	3.612201	3.708528	3.804855	3.901182	3.997509	4.093836	4.190163	4.286491	4.382818	4.479145	4.575472	4.671799	4.768126	4.864453	4.960780	5.057108	5.153435	5.249762	5.346089	5.442416	5.538743	5.635070	5.731397	5.827724	5.924052	6.020379	6.116705	6.213032	6.309359	6.405686	6.502013	6.598339	6.694666	6.790992	6.887319	6.983645	7.079971	7.176297	7.272624	7.368949	7.465275	7.561601	7.657926	7.754252	7.850577	7.946902	8.043227	8.139552	8.235877	8.332202	8.428527	8.524852	8.621176	8.717501	8.813825	8.910149	9.006474	9.102798	9.199122	9.295446	9.391770	9.488094	9.584418	
Time=1.360000	0.048162	0.144486	0.240809	0.337133	0.433457	0.529781	0.626105	0.722429	0.818753	0.915078	1.011402	1.107726	1.204051	1.300376	1.396701	1.493025	1.589351	1.685676	1.782001	1.878326	1.974652	2.070978	2.167303	2.263629	2.359955	2.456281	2.552607	2.648934	2.745260	2.841586	2.937913	3.034239	3.130566	3.226893	3.323219	3.419546	3.515873	3.612200	3.708527	3.804854	3.901181	3.997508	4.093835	4.190162	4.286489	4.382816	4.479143	4.575470	4.671797	4.768124	4.864451	4.960778	5.057106	5.153433	5.249760	5.346087	5.442414	5.538741	5.635068	5.731395	5.827722	5.924049	6.020376	6.116703	6.213030	6.309357	6.405683	6.502010	6.598337	6.694663	6.790990	6.887316	6.983642	7.079969	7.176295	7.272621	7.368947	7.465273	7.561598	7.657924	7.754249	7.850575	7.946900	8.043225	8.139550	8.235875	8.332200	8.428525	8.524849	8.621174	8.717498	8.813823	8.910147	9.006471	9.102795	9.199119	9.295443	9.391767	9.488090	9.584414	
Time=1.370000	0.048162	0.144485	0.240809	0.337132	0.433456	0.529780	0.626104	0.722427	0.818752	0.915076	1.011400	1.107724	1.204049	1.300374	1.396699	1.493024	1.589349	1.685674	1.781999	1.878325	1.974650	2.070976	2.167302	2.263628	2.359954	2.456280	2.552606	2.648932	2.745259	2.841585	2.937912	3.034238	3.130565	3.226892	3.323218	3.419545	3.515872	3.612199	3.708525	3.804852	3.901179	3.997506	4.093833	4.190160	4.286487	4.382814	4.479141	4.575468	4.671795	4.768122	4.864449	4.960776	5.057103	5.153430	5.249757	5.346084	5.442411	5.538738	5.635065	5.731392	5.827719	5.924046	6.020373	6.116699	6.213026	6.309353	6.405680	6.502006	6.598333	6.694660	6.790986	6.887313	6.983639	7.079965	7.176291	7.272617	7.368943	7.465269	7.561595	7.657921	7.754246	7.850572	7.946897	8.043222	8.139547	8.235872	8.332197	8.428522	8.524846	8.621171	8.717495	8.813819	8.910144	9.006467	9.102791	9.199115	9.295439	9.391762	9.488086	9.584409	
Time=1.380000	0.048162	0.144485	0.240808	0.337131	0.433455	0.529778	0.626102	0.722426	0.818750	0.915074	1.011398	1.107722	1.204047	1.300372	1.396697	1.493022	1.589347	1.685672	1.781997	1.878323	1.974649	2.070974	2.167300	2.263626	2.359952	2.456278	2.552605	2.648931	2.745257	2.841584	2.937910	3.034237	3.130564	3.226890	3.323217	3.419544	3.515870	3.612197	3.708524	3.804851	3.901177	3.997504	4.093831	4.190158	4.286485	4.382812	4.479139	4.575466	4.671792	4.768119	4.864446	4.960773	5.057100	5.153427	5.249754	5.346081	5.442408	5.538735	5.635061	5.731388	5.827715	5.924042	6.020369	6.116695	6.213022	6.309349	6.405676	6.502002	6.598329	6.694655	6.790982	6.887308	6.983635	7.079961	7.176287	7.272613	7.368939	7.465265	7.561591	7.657917	7.754243	7.850568	7.946894	8.043219	8.139544	8.235869	8.332194	8.428518	8.524843	8.621167	8.717492	8.813816	8.910140	9.006463	9.102787	9.199111	9.295434	9.391757	9.488080	9.584404	
Time=1.390000	0.048162	0.144485	0.240808	0.337131	0.433454	0.529777	0.626101	0.722424	0.818748	0.915072	1.011396	1.107721	1.204045	1.300370	1.396695	1.493020	1.589345	1.685670	1.781996	1.878321	1.974647	2.070973	2.167299	2.263625	2.359951	2.456277	2.552603	2.648930	2.745256	2.841583	2.937909	3.034236	3.130562	3.226889	3.323215	3.419542	3.515869	3.612195	3.708522	3.804849	3.901176	3.997502	4.093829	4.190156	4.286483	4.382810	4.479136	4.575463	4.671790	4.768117	4.864444	4.960770	5.057097	5.153424	5.249751	5.346078	5.442404	5.538731	5.635058	5.731385	5.827711	5.924038	6.020365	6.116692	6.213018	6.309345	6.405672	6.501998	6.598325	6.694651	6.790978	6.887304	6.983631	7.079957	7.176283	7.272609	7.368935	7.465261	7.561587	7.657913	7.754239	7.850564	7.946890	8.043215	8.139540	8.235865	8.332190	8.428515	8.524839	8.621164	8.717488	8.813812	8.910136	9.006459	9.102783	9.199106	9.295429	9.391752	9.488075	9.584398	
Time=1.400000	0.048162	0.144484	0.240807	0.337130	0.433453	0.529776	0.626100	0.722423	0.818747	0.915071	1.011395	1.107719	1.204044	1.300368	1.396693	1.493018	1.589343	1.685669	1.781994	1.878320	1.974646	2.070971	2.167297	2.263623	2.359950	2.456276	2.552602	2.648928	2.745255	2.841581	2.937908	3.034234	3.130561	3.226887	3.323214	3.419541	3.515867	3.612194	3.708521	3.804847	3.901174	3.997501	4.093828	4.190154	4.286481	4.382808	4.479134	4.575461	4.671788	4.768115	4.864441	4.960768	5.057095	5.153422	5.249748	5.346075	5.442402	5.538728	5.635055	5.731382	5.827708	5.924035	6.020362	6.116688	6.213015	6.309342	6.405668	6.501995	6.598321	6.694648	6.790974	6.887301	6.983627	7.079953	7.176280	7.272606	7.368932	7.465258	7.561584	7.657910	7.754236	7.850561	7.946887	8.043212	8.139537	8.235862	8.332187	8.428512	8.524836	8.621160	8.717484	8.813808	8.910132	9.006455	9.102779	9.199102	9.295425	9.391748	9.488070	9.584393	
