             	node1  X	node2  X	node3  X	node4  X	node5  X	node6  X	node7  X	node8  X	node9  X	node10 X	node11 X	node12 X	node13 X	node14 X	node15 X	node16 X	node17 X	node18 X	node19 X	node20 X	node21 X	node22 X	node23 X	node24 X	node25 X	node26 X	node27 X	node28 X	node29 X	node30 X	node31 X	node32 X	node33 X	node34 X	node35 X	node36 X	node37 X	node38 X	node39 X	node40 X	node41 X	node42 X	node43 X	node44 X	node45 X	node46 X	node47 X	node48 X	node49 X	node50 X	node51 X	node52 X	node53 X	node54 X	node55 X	node56 X	node57 X	node58 X	node59 X	node60 X	node61 X	node62 X	node63 X	node64 X	node65 X	node66 X	node67 X	node68 X	node69 X	node70 X	node71 X	node72 X	node73 X	node74 X	node75 X	node76 X	node77 X	node78 X	node79 X	node80 X	node81 X	node82 X	node83 X	node84 X	node85 X	node86 X	node87 X	node88 X	node89 X	node90 X	node91 X	node92 X	node93 X	node94 X	node95 X	node96 X	node97 X	node98 X	node99 X	node100X	
Time=1.270000	0.000429	0.001284	0.002133	0.002973	0.003800	0.004612	0.005407	0.006183	0.006940	0.007676	0.008391	0.009083	0.009754	0.010403	0.011029	0.011633	0.012216	0.012778	0.013319	0.013841	0.014344	0.014828	0.015295	0.015745	0.016179	0.016597	0.017000	0.017389	0.017765	0.018126	0.018474	0.018808	0.019130	0.019437	0.019731	0.020011	0.020276	0.020526	0.020761	0.020979	0.021180	0.021364	0.021530	0.021677	0.021804	0.021911	0.021998	0.022064	0.022109	0.022132	0.022133	0.022113	0.022071	0.022008	0.021924	0.021819	0.021694	0.021549	0.021386	0.021204	0.021004	0.020787	0.020554	0.020305	0.020041	0.019762	0.019469	0.019162	0.018841	0.018506	0.018159	0.017797	0.017422	0.017032	0.016629	0.016210	0.015775	0.015324	0.014857	0.014372	0.013868	0.013345	0.012803	0.012240	0.011656	0.011050	0.010422	0.009773	0.009101	0.008406	0.007690	0.006953	0.006195	0.005417	0.004620	0.003807	0.002978	0.002137	0.001287	0.000430	
Time=1.280000	0.000428	0.001281	0.002128	0.002966	0.003791	0.004601	0.005395	0.006170	0.006926	0.007662	0.008376	0.009069	0.009740	0.010388	0.011015	0.011621	0.012205	0.012768	0.013311	0.013834	0.014339	0.014825	0.015294	0.015746	0.016182	0.016603	0.017009	0.017400	0.017778	0.018142	0.018492	0.018830	0.019153	0.019464	0.019760	0.020043	0.020311	0.020563	0.020800	0.021021	0.021225	0.021411	0.021579	0.021727	0.021856	0.021965	0.022053	0.022119	0.022164	0.022188	0.022189	0.022168	0.022126	0.022062	0.021976	0.021870	0.021743	0.021597	0.021431	0.021247	0.021045	0.020826	0.020590	0.020339	0.020072	0.019791	0.019495	0.019186	0.018862	0.018526	0.018175	0.017812	0.017434	0.017042	0.016636	0.016215	0.015778	0.015325	0.014855	0.014368	0.013863	0.013338	0.012794	0.012229	0.011644	0.011037	0.010409	0.009758	0.009086	0.008392	0.007676	0.006939	0.006182	0.005405	0.004610	0.003798	0.002971	0.002132	0.001284	0.000429	
Time=1.290000	0.000423	0.001267	0.002105	0.002934	0.003751	0.004554	0.005342	0.006113	0.006866	0.007599	0.008313	0.009007	0.009680	0.010333	0.010965	0.011576	0.012167	0.012739	0.013290	0.013823	0.014336	0.014832	0.015310	0.015771	0.016216	0.016644	0.017057	0.017454	0.017837	0.018205	0.018558	0.018897	0.019221	0.019531	0.019826	0.020106	0.020370	0.020619	0.020852	0.021067	0.021266	0.021447	0.021609	0.021753	0.021877	0.021982	0.022067	0.022131	0.022174	0.022197	0.022198	0.022178	0.022138	0.022076	0.021994	0.021892	0.021770	0.021629	0.021468	0.021289	0.021092	0.020878	0.020647	0.020400	0.020136	0.019857	0.019563	0.019254	0.018930	0.018591	0.018238	0.017870	0.017488	0.017090	0.016676	0.016247	0.015802	0.015340	0.014861	0.014364	0.013849	0.013315	0.012762	0.012190	0.011597	0.010984	0.010351	0.009697	0.009022	0.008327	0.007612	0.006877	0.006123	0.005351	0.004562	0.003757	0.002938	0.002108	0.001269	0.000424	
Time=1.300000	0.000415	0.001245	0.002068	0.002884	0.003689	0.004482	0.005261	0.006024	0.006772	0.007503	0.008217	0.008912	0.009590	0.010249	0.010889	0.011511	0.012114	0.012698	0.013263	0.013810	0.014339	0.014850	0.015342	0.015817	0.016275	0.016715	0.017138	0.017544	0.017934	0.018306	0.018662	0.019002	0.019325	0.019631	0.019921	0.020194	0.020450	0.020689	0.020911	0.021116	0.021304	0.021473	0.021625	0.021758	0.021873	0.021969	0.022047	0.022106	0.022146	0.022167	0.022169	0.022151	0.022115	0.022059	0.021984	0.021891	0.021779	0.021648	0.021498	0.021331	0.021145	0.020942	0.020721	0.020483	0.020227	0.019955	0.019665	0.019359	0.019036	0.018696	0.018339	0.017966	0.017576	0.017169	0.016745	0.016304	0.015845	0.015369	0.014875	0.014363	0.013832	0.013284	0.012717	0.012131	0.011527	0.010904	0.010263	0.009603	0.008924	0.008227	0.007513	0.006781	0.006032	0.005267	0.004487	0.003694	0.002887	0.002071	0.001246	0.000416	
Time=1.310000	0.000407	0.001220	0.002027	0.002828	0.003620	0.004400	0.005169	0.005925	0.006668	0.007396	0.008110	0.008808	0.009491	0.010157	0.010808	0.011441	0.012058	0.012657	0.013239	0.013804	0.014350	0.014878	0.015388	0.015879	0.016352	0.016805	0.017240	0.017656	0.018053	0.018430	0.018789	0.019128	0.019448	0.019749	0.020032	0.020296	0.020541	0.020768	0.020976	0.021167	0.021339	0.021494	0.021631	0.021752	0.021855	0.021941	0.022010	0.022062	0.022098	0.022117	0.022119	0.022105	0.022073	0.022025	0.021960	0.021878	0.021778	0.021661	0.021526	0.021373	0.021202	0.021012	0.020805	0.020578	0.020333	0.020069	0.019786	0.019484	0.019163	0.018822	0.018462	0.018083	0.017685	0.017268	0.016831	0.016375	0.015901	0.015408	0.014897	0.014367	0.013819	0.013253	0.012670	0.012069	0.011451	0.010816	0.010165	0.009498	0.008814	0.008115	0.007401	0.006672	0.005929	0.005173	0.004403	0.003622	0.002830	0.002029	0.001220	0.000407	
Time=1.320000	0.000400	0.001198	0.001992	0.002779	0.003559	0.004330	0.005090	0.005840	0.006578	0.007305	0.008019	0.008720	0.009408	0.010082	0.010742	0.011387	0.012016	0.012630	0.013228	0.013808	0.014371	0.014916	0.015441	0.015948	0.016434	0.016900	0.017346	0.017770	0.018174	0.018555	0.018916	0.019254	0.019571	0.019867	0.020142	0.020397	0.020631	0.020845	0.021040	0.021216	0.021375	0.021515	0.021639	0.021746	0.021838	0.021914	0.021974	0.022021	0.022052	0.022069	0.022072	0.022061	0.022035	0.021994	0.021938	0.021866	0.021779	0.021675	0.021554	0.021415	0.021259	0.021083	0.020889	0.020674	0.020439	0.020184	0.019907	0.019610	0.019290	0.018949	0.018587	0.018202	0.017796	0.017369	0.016921	0.016452	0.015963	0.015454	0.014926	0.014380	0.013815	0.013233	0.012634	0.012019	0.011388	0.010742	0.010081	0.009407	0.008719	0.008017	0.007303	0.006577	0.005838	0.005089	0.004329	0.003558	0.002779	0.001991	0.001198	0.000400	
Time=1.330000	0.000395	0.001185	0.001970	0.002750	0.003522	0.004287	0.005042	0.005789	0.006525	0.007251	0.007966	0.008670	0.009363	0.010043	0.010710	0.011364	0.012003	0.012628	0.013237	0.013829	0.014404	0.014960	0.015497	0.016014	0.016511	0.016986	0.017439	0.017869	0.018277	0.018661	0.019022	0.019360	0.019675	0.019967	0.020236	0.020483	0.020709	0.020914	0.021099	0.021265	0.021413	0.021543	0.021657	0.021755	0.021837	0.021906	0.021961	0.022003	0.022031	0.022047	0.022051	0.022042	0.022019	0.021984	0.021935	0.021871	0.021793	0.021699	0.021588	0.021460	0.021314	0.021148	0.020963	0.020757	0.020530	0.020281	0.020010	0.019715	0.019397	0.019056	0.018692	0.018304	0.017892	0.017458	0.017002	0.016523	0.016024	0.015503	0.014963	0.014405	0.013828	0.013233	0.012623	0.011997	0.011356	0.010701	0.010034	0.009353	0.008661	0.007957	0.007242	0.006517	0.005781	0.005036	0.004281	0.003517	0.002746	0.001967	0.001183	0.000395	
Time=1.340000	0.000395	0.001183	0.001968	0.002747	0.003519	0.004283	0.005039	0.005786	0.006524	0.007251	0.007969	0.008675	0.009371	0.010054	0.010726	0.011384	0.012028	0.012657	0.013271	0.013868	0.014447	0.015008	0.015550	0.016071	0.016572	0.017050	0.017505	0.017938	0.018347	0.018732	0.019093	0.019431	0.019744	0.020034	0.020301	0.020545	0.020767	0.020969	0.021150	0.021312	0.021455	0.021581	0.021691	0.021786	0.021865	0.021931	0.021984	0.022024	0.022052	0.022067	0.022071	0.022063	0.022042	0.022009	0.021963	0.021902	0.021828	0.021737	0.021631	0.021507	0.021365	0.021203	0.021022	0.020820	0.020596	0.020349	0.020079	0.019786	0.019469	0.019128	0.018763	0.018373	0.017960	0.017523	0.017063	0.016581	0.016077	0.015552	0.015006	0.014442	0.013860	0.013260	0.012645	0.012013	0.011368	0.010709	0.010037	0.009353	0.008658	0.007952	0.007235	0.006509	0.005773	0.005027	0.004273	0.003510	0.002740	0.001963	0.001180	0.000394	
Time=1.350000	0.000399	0.001195	0.001987	0.002773	0.003552	0.004323	0.005085	0.005837	0.006579	0.007310	0.008031	0.008740	0.009436	0.010121	0.010792	0.011449	0.012092	0.012719	0.013330	0.013925	0.014501	0.015059	0.015597	0.016115	0.016612	0.017088	0.017541	0.017971	0.018378	0.018762	0.019123	0.019460	0.019773	0.020064	0.020332	0.020579	0.020803	0.021008	0.021192	0.021357	0.021504	0.021633	0.021746	0.021843	0.021926	0.021994	0.022049	0.022091	0.022120	0.022136	0.022140	0.022131	0.022109	0.022075	0.022026	0.021964	0.021886	0.021793	0.021683	0.021556	0.021411	0.021246	0.021062	0.020857	0.020631	0.020382	0.020111	0.019817	0.019499	0.019158	0.018793	0.018405	0.017993	0.017558	0.017100	0.016620	0.016119	0.015597	0.015054	0.014493	0.013913	0.013316	0.012702	0.012072	0.011428	0.010769	0.010097	0.009413	0.008716	0.008008	0.007288	0.006558	0.005818	0.005068	0.004308	0.003540	0.002763	0.001980	0.001190	0.000397	
Time=1.360000	0.000406	0.001218	0.002025	0.002825	0.003618	0.004401	0.005173	0.005934	0.006684	0.007420	0.008144	0.008855	0.009551	0.010234	0.010901	0.011553	0.012189	0.012808	0.013411	0.013995	0.014562	0.015109	0.015638	0.016146	0.016634	0.017101	0.017547	0.017972	0.018374	0.018755	0.019115	0.019452	0.019768	0.020063	0.020336	0.020588	0.020821	0.021033	0.021227	0.021401	0.021558	0.021697	0.021820	0.021926	0.022017	0.022092	0.022152	0.022199	0.022230	0.022248	0.022252	0.022241	0.022216	0.022177	0.022122	0.022052	0.021966	0.021864	0.021745	0.021608	0.021453	0.021279	0.021086	0.020872	0.020639	0.020384	0.020109	0.019811	0.019492	0.019151	0.018788	0.018402	0.017995	0.017566	0.017115	0.016644	0.016151	0.015638	0.015106	0.014554	0.013984	0.013396	0.012790	0.012168	0.011530	0.010876	0.010207	0.009525	0.008828	0.008118	0.007394	0.006659	0.005911	0.005152	0.004383	0.003602	0.002813	0.002016	0.001213	0.000405	
Time=1.370000	0.000417	0.001248	0.002075	0.002894	0.003704	0.004502	0.005289	0.006061	0.006820	0.007563	0.008291	0.009003	0.009698	0.010376	0.011037	0.011681	0.012307	0.012915	0.013504	0.014075	0.014626	0.015159	0.015673	0.016168	0.016643	0.017099	0.017535	0.017951	0.018348	0.018726	0.019084	0.019422	0.019741	0.020041	0.020322	0.020584	0.020827	0.021052	0.021259	0.021447	0.021618	0.021771	0.021907	0.022026	0.022127	0.022213	0.022281	0.022333	0.022369	0.022389	0.022392	0.022378	0.022349	0.022302	0.022239	0.022158	0.022060	0.021945	0.021812	0.021661	0.021492	0.021305	0.021099	0.020874	0.020630	0.020367	0.020085	0.019783	0.019461	0.019120	0.018759	0.018378	0.017977	0.017557	0.017117	0.016657	0.016177	0.015678	0.015160	0.014623	0.014067	0.013493	0.012900	0.012289	0.011661	0.011015	0.010352	0.009672	0.008976	0.008265	0.007537	0.006795	0.006038	0.005267	0.004484	0.003688	0.002882	0.002066	0.001243	0.000415	
Time=1.380000	0.000427	0.001281	0.002128	0.002967	0.003795	0.004610	0.005411	0.006195	0.006963	0.007713	0.008445	0.009158	0.009851	0.010525	0.011180	0.011814	0.012429	0.013024	0.013599	0.014155	0.014692	0.015209	0.015708	0.016188	0.016650	0.017094	0.017520	0.017928	0.018319	0.018693	0.019050	0.019389	0.019712	0.020018	0.020307	0.020579	0.020834	0.021072	0.021292	0.021495	0.021681	0.021849	0.021999	0.022131	0.022244	0.022340	0.022417	0.022475	0.022515	0.022537	0.022539	0.022523	0.022487	0.022433	0.022360	0.022269	0.022158	0.022030	0.021882	0.021717	0.021533	0.021331	0.021111	0.020874	0.020619	0.020347	0.020057	0.019751	0.019426	0.019085	0.018726	0.018350	0.017956	0.017545	0.017116	0.016669	0.016203	0.015719	0.015217	0.014696	0.014155	0.013596	0.013017	0.012419	0.011801	0.011164	0.010508	0.009832	0.009137	0.008424	0.007692	0.006943	0.006176	0.005393	0.004594	0.003781	0.002956	0.002120	0.001276	0.000426	
Time=1.390000	0.000437	0.001309	0.002174	0.003030	0.003874	0.004703	0.005516	0.006312	0.007088	0.007844	0.008579	0.009293	0.009986	0.010657	0.011305	0.011933	0.012538	0.013123	0.013687	0.014231	0.014755	0.015260	0.015746	0.016215	0.016666	0.017100	0.017518	0.017920	0.018306	0.018678	0.019034	0.019375	0.019701	0.020012	0.020307	0.020588	0.020852	0.021100	0.021332	0.021547	0.021745	0.021925	0.022086	0.022229	0.022352	0.022456	0.022540	0.022603	0.022646	0.022669	0.022671	0.022652	0.022612	0.022552	0.022471	0.022370	0.022249	0.022109	0.021950	0.021772	0.021576	0.021363	0.021132	0.020885	0.020621	0.020341	0.020046	0.019735	0.019408	0.019067	0.018710	0.018338	0.017950	0.017546	0.017126	0.016690	0.016236	0.015765	0.015276	0.014768	0.014241	0.013694	0.013127	0.012539	0.011931	0.011301	0.010650	0.009977	0.009283	0.008568	0.007832	0.007076	0.006300	0.005505	0.004693	0.003865	0.003023	0.002169	0.001305	0.000436	
Time=1.400000	0.000443	0.001327	0.002204	0.003072	0.003926	0.004765	0.005587	0.006390	0.007172	0.007933	0.008671	0.009387	0.010080	0.010749	0.011396	0.012020	0.012621	0.013201	0.013759	0.014296	0.014814	0.015312	0.015793	0.016255	0.016701	0.017130	0.017544	0.017943	0.018327	0.018697	0.019053	0.019394	0.019722	0.020036	0.020336	0.020620	0.020890	0.021144	0.021382	0.021604	0.021808	0.021994	0.022161	0.022309	0.022438	0.022546	0.022633	0.022699	0.022744	0.022767	0.022768	0.022748	0.022706	0.022642	0.022557	0.022451	0.022324	0.022178	0.022012	0.021828	0.021625	0.021406	0.021169	0.020916	0.020647	0.020363	0.020065	0.019752	0.019424	0.019083	0.018727	0.018358	0.017973	0.017574	0.017159	0.016729	0.016282	0.015818	0.015337	0.014836	0.014317	0.013777	0.013217	0.012635	0.012031	0.011405	0.010756	0.010085	0.009390	0.008673	0.007933	0.007171	0.006389	0.005586	0.004764	0.003925	0.003070	0.002203	0.001326	0.000443	
Time=1.410000	0.000445	0.001333	0.002214	0.003085	0.003943	0.004786	0.005611	0.006417	0.007202	0.007966	0.008707	0.009425	0.010121	0.010792	0.011441	0.012067	0.012670	0.013251	0.013811	0.014350	0.014869	0.015369	0.015850	0.016314	0.016760	0.017190	0.017605	0.018005	0.018389	0.018760	0.019116	0.019458	0.019786	0.020100	0.020399	0.020683	0.020953	0.021206	0.021444	0.021664	0.021867	0.022053	0.022219	0.022366	0.022494	0.022601	0.022688	0.022754	0.022798	0.022821	0.022822	0.022801	0.022759	0.022696	0.022611	0.022505	0.022379	0.022233	0.022068	0.021884	0.021682	0.021462	0.021226	0.020973	0.020705	0.020422	0.020124	0.019811	0.019484	0.019143	0.018788	0.018418	0.018034	0.017635	0.017221	0.016791	0.016344	0.015881	0.015399	0.014899	0.014379	0.013839	0.013278	0.012696	0.012091	0.011464	0.010813	0.010140	0.009443	0.008723	0.007980	0.007215	0.006428	0.005620	0.004794	0.003950	0.003090	0.002218	0.001335	0.000446	
Time=1.420000	0.000443	0.001326	0.002202	0.003069	0.003924	0.004764	0.005587	0.006392	0.007177	0.007942	0.008686	0.009408	0.010108	0.010785	0.011440	0.012074	0.012685	0.013275	0.013843	0.014392	0.014920	0.015428	0.015918	0.016390	0.016844	0.017281	0.017702	0.018105	0.018494	0.018866	0.019223	0.019564	0.019890	0.020201	0.020496	0.020775	0.021039	0.021286	0.021516	0.021728	0.021924	0.022101	0.022260	0.022401	0.022522	0.022624	0.022706	0.022768	0.022810	0.022831	0.022832	0.022813	0.022774	0.022714	0.022634	0.022533	0.022414	0.022275	0.022117	0.021940	0.021746	0.021533	0.021304	0.021058	0.020795	0.020517	0.020223	0.019913	0.019588	0.019247	0.018891	0.018520	0.018133	0.017730	0.017311	0.016875	0.016422	0.015951	0.015462	0.014954	0.014426	0.013878	0.013309	0.012719	0.012107	0.011473	0.010817	0.010138	0.009437	0.008714	0.007968	0.007201	0.006414	0.005606	0.004780	0.003938	0.003080	0.002210	0.001330	0.000444	
Time=1.430000	0.000437	0.001308	0.002174	0.003030	0.003876	0.004708	0.005525	0.006326	0.007109	0.007874	0.008620	0.009346	0.010052	0.010738	0.011403	0.012048	0.012672	0.013276	0.013860	0.014423	0.014967	0.015491	0.015995	0.016481	0.016947	0.017395	0.017825	0.018236	0.018630	0.019005	0.019363	0.019704	0.020026	0.020332	0.020620	0.020890	0.021143	0.021378	0.021596	0.021796	0.021978	0.022142	0.022289	0.022418	0.022528	0.022621	0.022695	0.022752	0.022790	0.022810	0.022812	0.022795	0.022760	0.022706	0.022634	0.022544	0.022435	0.022308	0.022162	0.021998	0.021817	0.021617	0.021399	0.021164	0.020911	0.020641	0.020353	0.020048	0.019726	0.019386	0.019029	0.018654	0.018262	0.017852	0.017423	0.016977	0.016512	0.016027	0.015524	0.015002	0.014459	0.013896	0.013314	0.012710	0.012086	0.011441	0.010776	0.010089	0.009382	0.008654	0.007907	0.007140	0.006354	0.005551	0.004730	0.003895	0.003045	0.002184	0.001315	0.000439	
Time=1.440000	0.000429	0.001285	0.002137	0.002980	0.003814	0.004636	0.005445	0.006240	0.007020	0.007784	0.008532	0.009262	0.009976	0.010671	0.011348	0.012007	0.012647	0.013267	0.013868	0.014450	0.015012	0.015554	0.016076	0.016578	0.017059	0.017520	0.017961	0.018381	0.018781	0.019161	0.019520	0.019859	0.020178	0.020477	0.020756	0.021016	0.021256	0.021478	0.021681	0.021866	0.022032	0.022182	0.022314	0.022429	0.022527	0.022609	0.022675	0.022725	0.022759	0.022777	0.022779	0.022766	0.022736	0.022690	0.022628	0.022549	0.022453	0.022340	0.022209	0.022061	0.021894	0.021709	0.021506	0.021284	0.021043	0.020782	0.020502	0.020202	0.019883	0.019544	0.019185	0.018805	0.018406	0.017986	0.017546	0.017086	0.016605	0.016105	0.015584	0.015043	0.014482	0.013902	0.013301	0.012681	0.012042	0.011384	0.010707	0.010011	0.009297	0.008565	0.007816	0.007050	0.006268	0.005470	0.004658	0.003833	0.002995	0.002148	0.001292	0.000431	
Time=1.450000	0.000422	0.001264	0.002102	0.002933	0.003755	0.004567	0.005369	0.006158	0.006935	0.007699	0.008448	0.009184	0.009904	0.010608	0.011297	0.011969	0.012623	0.013260	0.013878	0.014477	0.015057	0.015616	0.016155	0.016673	0.017168	0.017642	0.018094	0.018523	0.018929	0.019312	0.019673	0.020010	0.020326	0.020619	0.020890	0.021140	0.021370	0.021579	0.021768	0.021939	0.022091	0.022227	0.022345	0.022447	0.022535	0.022607	0.022665	0.022709	0.022739	0.022756	0.022759	0.022748	0.022724	0.022686	0.022632	0.022564	0.022481	0.022381	0.022264	0.022130	0.021978	0.021807	0.021617	0.021407	0.021176	0.020924	0.020651	0.020357	0.020040	0.019700	0.019339	0.018954	0.018547	0.018118	0.017666	0.017192	0.016696	0.016178	0.015640	0.015081	0.014502	0.013903	0.013285	0.012649	0.011994	0.011323	0.010634	0.009930	0.009209	0.008473	0.007723	0.006958	0.006179	0.005388	0.004584	0.003769	0.002944	0.002110	0.001269	0.000424	
Time=1.460000	0.000417	0.001250	0.002079	0.002901	0.003717	0.004523	0.005320	0.006106	0.006881	0.007645	0.008397	0.009136	0.009862	0.010573	0.011271	0.011953	0.012619	0.013267	0.013899	0.014511	0.015104	0.015677	0.016228	0.016758	0.017264	0.017748	0.018208	0.018644	0.019055	0.019441	0.019803	0.020141	0.020454	0.020744	0.021010	0.021254	0.021475	0.021675	0.021856	0.022017	0.022159	0.022285	0.022394	0.022487	0.022567	0.022632	0.022685	0.022724	0.022752	0.022768	0.022772	0.022764	0.022744	0.022711	0.022664	0.022604	0.022529	0.022439	0.022333	0.022209	0.022067	0.021906	0.021725	0.021523	0.021300	0.021054	0.020786	0.020494	0.020178	0.019838	0.019473	0.019084	0.018670	0.018232	0.017770	0.017285	0.016776	0.016245	0.015693	0.015119	0.014525	0.013911	0.013280	0.012630	0.011964	0.011281	0.010583	0.009871	0.009145	0.008406	0.007653	0.006889	0.006113	0.005326	0.004529	0.003722	0.002906	0.002082	0.001252	0.000418	
Time=1.470000	0.000416	0.001248	0.002075	0.002896	0.003710	0.004516	0.005313	0.006100	0.006876	0.007642	0.008396	0.009138	0.009867	0.010584	0.011286	0.011973	0.012645	0.013300	0.013937	0.014556	0.015156	0.015735	0.016293	0.016828	0.017341	0.017829	0.018294	0.018733	0.019148	0.019537	0.019901	0.020239	0.020553	0.020842	0.021107	0.021349	0.021568	0.021766	0.021943	0.022101	0.022240	0.022362	0.022468	0.022558	0.022635	0.022698	0.022749	0.022788	0.022815	0.022831	0.022835	0.022828	0.022810	0.022779	0.022736	0.022679	0.022608	0.022522	0.022419	0.022299	0.022161	0.022004	0.021826	0.021627	0.021406	0.021162	0.020894	0.020602	0.020285	0.019943	0.019576	0.019183	0.018765	0.018321	0.017853	0.017361	0.016845	0.016306	0.015744	0.015162	0.014560	0.013938	0.013298	0.012640	0.011967	0.011278	0.010574	0.009857	0.009127	0.008385	0.007631	0.006865	0.006090	0.005304	0.004508	0.003703	0.002891	0.002071	0.001245	0.000415	
Time=1.480000	0.000420	0.001258	0.002092	0.002920	0.003741	0.004553	0.005355	0.006146	0.006927	0.007696	0.008453	0.009197	0.009929	0.010646	0.011349	0.012036	0.012708	0.013362	0.013999	0.014617	0.015216	0.015794	0.016351	0.016885	0.017397	0.017886	0.018350	0.018791	0.019206	0.019596	0.019962	0.020303	0.020619	0.020911	0.021179	0.021425	0.021648	0.021850	0.022031	0.022193	0.022336	0.022462	0.022571	0.022665	0.022745	0.022811	0.022864	0.022904	0.022933	0.022949	0.022954	0.022948	0.022929	0.022897	0.022852	0.022793	0.022720	0.022631	0.022525	0.022402	0.022261	0.022100	0.021919	0.021717	0.021492	0.021245	0.020974	0.020678	0.020359	0.020014	0.019644	0.019249	0.018828	0.018383	0.017913	0.017419	0.016902	0.016362	0.015800	0.015216	0.014613	0.013990	0.013349	0.012690	0.012015	0.011324	0.010619	0.009900	0.009168	0.008423	0.007666	0.006898	0.006119	0.005330	0.004530	0.003722	0.002905	0.002081	0.001251	0.000418	
Time=1.490000	0.000427	0.001280	0.002129	0.002971	0.003804	0.004627	0.005440	0.006240	0.007028	0.007802	0.008563	0.009309	0.010040	0.010756	0.011456	0.012140	0.012806	0.013454	0.014084	0.014695	0.015286	0.015856	0.016406	0.016934	0.017440	0.017924	0.018384	0.018822	0.019236	0.019627	0.019995	0.020339	0.020660	0.020958	0.021233	0.021487	0.021719	0.021931	0.022122	0.022294	0.022448	0.022584	0.022704	0.022807	0.022894	0.022967	0.023026	0.023071	0.023102	0.023121	0.023126	0.023117	0.023095	0.023059	0.023009	0.022943	0.022862	0.022764	0.022650	0.022517	0.022366	0.022196	0.022005	0.021794	0.021561	0.021306	0.021028	0.020727	0.020403	0.020055	0.019684	0.019288	0.018868	0.018425	0.017958	0.017468	0.016955	0.016420	0.015863	0.015286	0.014688	0.014071	0.013435	0.012781	0.012110	0.011422	0.010719	0.010000	0.009267	0.008520	0.007759	0.006986	0.006201	0.005403	0.004595	0.003777	0.002949	0.002113	0.001271	0.000424	
Time=1.500000	0.000437	0.001310	0.002178	0.003039	0.003889	0.004728	0.005553	0.006365	0.007162	0.007943	0.008708	0.009456	0.010187	0.010900	0.011595	0.012272	0.012930	0.013568	0.014187	0.014787	0.015366	0.015925	0.016464	0.016982	0.017479	0.017954	0.018409	0.018842	0.019254	0.019644	0.020014	0.020362	0.020688	0.020994	0.021280	0.021545	0.021789	0.022014	0.022220	0.022407	0.022576	0.022726	0.022859	0.022975	0.023074	0.023156	0.023223	0.023274	0.023310	0.023330	0.023335	0.023324	0.023297	0.023255	0.023196	0.023120	0.023027	0.022917	0.022789	0.022642	0.022477	0.022293	0.022089	0.021865	0.021621	0.021356	0.021070	0.020762	0.020433	0.020082	0.019709	0.019315	0.018898	0.018459	0.017999	0.017516	0.017012	0.016487	0.015941	0.015375	0.014788	0.014181	0.013554	0.012909	0.012245	0.011563	0.010863	0.010147	0.009413	0.008663	0.007898	0.007118	0.006323	0.005514	0.004692	0.003859	0.003014	0.002161	0.001300	0.000434	
Time=1.510000	0.000448	0.001343	0.002231	0.003111	0.003980	0.004835	0.005675	0.006500	0.007307	0.008095	0.008865	0.009616	0.010346	0.011057	0.011747	0.012417	0.013066	0.013695	0.014303	0.014890	0.015457	0.016004	0.016531	0.017038	0.017525	0.017992	0.018440	0.018869	0.019278	0.019668	0.020038	0.020390	0.020723	0.021038	0.021333	0.021610	0.021868	0.022108	0.022329	0.022531	0.022715	0.022881	0.023028	0.023158	0.023269	0.023362	0.023438	0.023495	0.023535	0.023557	0.023561	0.023547	0.023515	0.023465	0.023396	0.023309	0.023204	0.023080	0.022937	0.022775	0.022595	0.022396	0.022177	0.021940	0.021684	0.021408	0.021114	0.020799	0.020466	0.020113	0.019740	0.019347	0.018935	0.018502	0.018050	0.017577	0.017084	0.016570	0.016037	0.015482	0.014908	0.014313	0.013697	0.013062	0.012406	0.011730	0.011034	0.010319	0.009585	0.008832	0.008061	0.007272	0.006466	0.005643	0.004806	0.003954	0.003091	0.002216	0.001333	0.000445	
Time=1.520000	0.000458	0.001371	0.002278	0.003175	0.004060	0.004930	0.005784	0.006620	0.007436	0.008232	0.009008	0.009761	0.010493	0.011203	0.011890	0.012555	0.013198	0.013820	0.014420	0.014998	0.015556	0.016094	0.016612	0.017110	0.017590	0.018050	0.018493	0.018918	0.019325	0.019715	0.020088	0.020443	0.020782	0.021103	0.021407	0.021694	0.021964	0.022216	0.022450	0.022666	0.022863	0.023042	0.023202	0.023343	0.023464	0.023566	0.023649	0.023712	0.023755	0.023778	0.023781	0.023764	0.023727	0.023670	0.023593	0.023496	0.023379	0.023243	0.023088	0.022913	0.022720	0.022507	0.022277	0.022029	0.021762	0.021478	0.021176	0.020857	0.020520	0.020165	0.019793	0.019403	0.018995	0.018568	0.018123	0.017659	0.017176	0.016673	0.016150	0.015606	0.015042	0.014457	0.013851	0.013223	0.012574	0.011902	0.011209	0.010495	0.009758	0.009001	0.008223	0.007424	0.006606	0.005770	0.004917	0.004048	0.003165	0.002270	0.001366	0.000456	
