             	node1  X	node2  X	node3  X	node4  X	node5  X	node6  X	node7  X	node8  X	node9  X	node10 X	node11 X	node12 X	node13 X	node14 X	node15 X	node16 X	node17 X	node18 X	node19 X	node20 X	node21 X	node22 X	node23 X	node24 X	node25 X	node26 X	node27 X	node28 X	node29 X	node30 X	node31 X	node32 X	node33 X	node34 X	node35 X	node36 X	node37 X	node38 X	node39 X	node40 X	node41 X	node42 X	node43 X	node44 X	node45 X	node46 X	node47 X	node48 X	node49 X	node50 X	node51 X	node52 X	node53 X	node54 X	node55 X	node56 X	node57 X	node58 X	node59 X	node60 X	node61 X	node62 X	node63 X	node64 X	node65 X	node66 X	node67 X	node68 X	node69 X	node70 X	node71 X	node72 X	node73 X	node74 X	node75 X	node76 X	node77 X	node78 X	node79 X	node80 X	node81 X	node82 X	node83 X	node84 X	node85 X	node86 X	node87 X	node88 X	node89 X	node90 X	node91 X	node92 X	node93 X	node94 X	node95 X	node96 X	node97 X	node98 X	node99 X	node100X	
Time=0.200000	0.000368	0.001102	0.001831	0.002552	0.003262	0.003961	0.004647	0.005320	0.005977	0.006620	0.007247	0.007858	0.008454	0.009033	0.009596	0.010143	0.010673	0.011187	0.011684	0.012164	0.012628	0.013075	0.013506	0.013919	0.014316	0.014695	0.015057	0.015402	0.015730	0.016040	0.016333	0.016608	0.016866	0.017106	0.017329	0.017534	0.017723	0.017895	0.018051	0.018192	0.018317	0.018428	0.018525	0.018608	0.018679	0.018737	0.018783	0.018817	0.018840	0.018851	0.018852	0.018841	0.018820	0.018786	0.018742	0.018685	0.018616	0.018534	0.018439	0.018329	0.018205	0.018066	0.017911	0.017739	0.017551	0.017345	0.017122	0.016882	0.016624	0.016348	0.016054	0.015743	0.015415	0.015069	0.014705	0.014324	0.013927	0.013512	0.013080	0.012632	0.012167	0.011686	0.011188	0.010675	0.010145	0.009600	0.009038	0.008460	0.007865	0.007254	0.006627	0.005985	0.005326	0.004653	0.003965	0.003265	0.002553	0.001832	0.001102	0.000368	
Time=0.210000	0.000384	0.001149	0.001909	0.002661	0.003403	0.004134	0.004852	0.005556	0.006245	0.006919	0.007578	0.008221	0.008848	0.009458	0.010053	0.010631	0.011192	0.011738	0.012267	0.012780	0.013277	0.013758	0.014224	0.014674	0.015108	0.015527	0.015930	0.016318	0.016690	0.017046	0.017387	0.017711	0.018019	0.018311	0.018586	0.018845	0.019087	0.019312	0.019520	0.019711	0.019885	0.020041	0.020181	0.020303	0.020407	0.020495	0.020565	0.020617	0.020652	0.020670	0.020670	0.020653	0.020619	0.020568	0.020499	0.020413	0.020309	0.020189	0.020051	0.019895	0.019722	0.019532	0.019325	0.019101	0.018860	0.018602	0.018327	0.018036	0.017729	0.017405	0.017065	0.016708	0.016335	0.015947	0.015542	0.015121	0.014685	0.014233	0.013765	0.013282	0.012784	0.012269	0.011740	0.011194	0.010632	0.010054	0.009460	0.008849	0.008223	0.007580	0.006921	0.006246	0.005557	0.004853	0.004135	0.003405	0.002662	0.001910	0.001150	0.000384	
Time=0.220000	0.000399	0.001195	0.001985	0.002768	0.003541	0.004303	0.005051	0.005786	0.006506	0.007210	0.007899	0.008572	0.009229	0.009870	0.010494	0.011102	0.011694	0.012270	0.012830	0.013375	0.013904	0.014418	0.014917	0.015402	0.015872	0.016328	0.016769	0.017197	0.017610	0.018009	0.018394	0.018764	0.019120	0.019460	0.019785	0.020095	0.020388	0.020663	0.020922	0.021162	0.021382	0.021584	0.021764	0.021924	0.022063	0.022179	0.022272	0.022343	0.022391	0.022415	0.022415	0.022392	0.022346	0.022276	0.022183	0.022068	0.021930	0.021771	0.021591	0.021390	0.021170	0.020931	0.020674	0.020400	0.020108	0.019800	0.019476	0.019136	0.018781	0.018411	0.018027	0.017628	0.017214	0.016786	0.016343	0.015887	0.015416	0.014930	0.014429	0.013914	0.013383	0.012837	0.012275	0.011697	0.011104	0.010494	0.009868	0.009227	0.008570	0.007896	0.007208	0.006504	0.005785	0.005051	0.004304	0.003543	0.002770	0.001987	0.001196	0.000399	
Time=0.230000	0.000414	0.001239	0.002060	0.002872	0.003675	0.004465	0.005243	0.006007	0.006756	0.007490	0.008208	0.008910	0.009596	0.010266	0.010920	0.011558	0.012180	0.012787	0.013378	0.013954	0.014515	0.015062	0.015595	0.016113	0.016618	0.017110	0.017588	0.018053	0.018505	0.018945	0.019371	0.019783	0.020182	0.020567	0.020936	0.021290	0.021628	0.021947	0.022249	0.022531	0.022792	0.023031	0.023247	0.023439	0.023605	0.023746	0.023860	0.023946	0.024004	0.024033	0.024033	0.024005	0.023948	0.023863	0.023750	0.023610	0.023444	0.023252	0.023037	0.022799	0.022539	0.022258	0.021958	0.021639	0.021303	0.020950	0.020581	0.020197	0.019799	0.019387	0.018961	0.018522	0.018070	0.017605	0.017127	0.016635	0.016130	0.015611	0.015078	0.014530	0.013967	0.013389	0.012796	0.012187	0.011563	0.010924	0.010268	0.009597	0.008910	0.008207	0.007488	0.006754	0.006004	0.005240	0.004462	0.003672	0.002869	0.002057	0.001238	0.000413	
Time=0.240000	0.000428	0.001282	0.002131	0.002972	0.003803	0.004622	0.005428	0.006220	0.006997	0.007759	0.008506	0.009237	0.009952	0.010652	0.011336	0.012004	0.012657	0.013295	0.013918	0.014526	0.015120	0.015700	0.016266	0.016820	0.017360	0.017887	0.018401	0.018903	0.019392	0.019869	0.020332	0.020782	0.021219	0.021640	0.022046	0.022436	0.022808	0.023162	0.023496	0.023809	0.024099	0.024365	0.024606	0.024820	0.025007	0.025164	0.025291	0.025387	0.025451	0.025484	0.025484	0.025452	0.025388	0.025293	0.025166	0.025010	0.024825	0.024612	0.024372	0.024107	0.023817	0.023505	0.023172	0.022819	0.022447	0.022058	0.021652	0.021231	0.020796	0.020346	0.019884	0.019408	0.018919	0.018418	0.017904	0.017377	0.016836	0.016283	0.015716	0.015135	0.014540	0.013931	0.013307	0.012668	0.012014	0.011344	0.010658	0.009957	0.009239	0.008506	0.007757	0.006993	0.006214	0.005421	0.004615	0.003796	0.002966	0.002126	0.001279	0.000427	
Time=0.250000	0.000441	0.001322	0.002198	0.003066	0.003924	0.004770	0.005604	0.006423	0.007229	0.008020	0.008795	0.009555	0.010300	0.011030	0.011744	0.012444	0.013128	0.013798	0.014454	0.015096	0.015724	0.016339	0.016941	0.017529	0.018105	0.018667	0.019217	0.019754	0.020277	0.020787	0.021283	0.021765	0.022231	0.022681	0.023114	0.023530	0.023925	0.024301	0.024655	0.024985	0.025292	0.025572	0.025825	0.026050	0.026245	0.026409	0.026541	0.026642	0.026709	0.026743	0.026743	0.026710	0.026643	0.026544	0.026412	0.026248	0.026053	0.025829	0.025577	0.025297	0.024991	0.024661	0.024308	0.023933	0.023538	0.023123	0.022691	0.022241	0.021776	0.021295	0.020799	0.020290	0.019767	0.019230	0.018681	0.018118	0.017543	0.016955	0.016353	0.015739	0.015110	0.014468	0.013811	0.013140	0.012454	0.011753	0.011037	0.010306	0.009559	0.008797	0.008020	0.007228	0.006422	0.005602	0.004768	0.003922	0.003064	0.002197	0.001322	0.000441	
Time=0.260000	0.000454	0.001360	0.002261	0.003154	0.004038	0.004911	0.005771	0.006618	0.007452	0.008271	0.009076	0.009866	0.010642	0.011403	0.012149	0.012881	0.013599	0.014303	0.014994	0.015670	0.016334	0.016984	0.017621	0.018245	0.018855	0.019451	0.020034	0.020602	0.021156	0.021694	0.022216	0.022722	0.023209	0.023679	0.024128	0.024557	0.024965	0.025349	0.025710	0.026045	0.026355	0.026636	0.026890	0.027114	0.027308	0.027471	0.027603	0.027702	0.027768	0.027802	0.027802	0.027769	0.027703	0.027605	0.027474	0.027311	0.027117	0.026893	0.026640	0.026358	0.026050	0.025715	0.025355	0.024971	0.024564	0.024135	0.023686	0.023218	0.022730	0.022225	0.021703	0.021166	0.020612	0.020045	0.019462	0.018866	0.018256	0.017633	0.016996	0.016346	0.015683	0.015005	0.014314	0.013610	0.012891	0.012158	0.011411	0.010650	0.009874	0.009084	0.008279	0.007459	0.006625	0.005778	0.004916	0.004043	0.003158	0.002264	0.001362	0.000454	
Time=0.270000	0.000466	0.001397	0.002322	0.003241	0.004150	0.005049	0.005936	0.006810	0.007672	0.008520	0.009355	0.010176	0.010983	0.011777	0.012557	0.013324	0.014076	0.014816	0.015542	0.016254	0.016953	0.017638	0.018309	0.018966	0.019608	0.020234	0.020845	0.021440	0.022017	0.022576	0.023116	0.023637	0.024137	0.024615	0.025070	0.025503	0.025910	0.026293	0.026649	0.026979	0.027281	0.027555	0.027800	0.028016	0.028202	0.028358	0.028483	0.028577	0.028639	0.028671	0.028671	0.028640	0.028577	0.028484	0.028359	0.028204	0.028019	0.027803	0.027559	0.027285	0.026983	0.026654	0.026298	0.025915	0.025508	0.025076	0.024620	0.024143	0.023643	0.023123	0.022583	0.022025	0.021448	0.020854	0.020243	0.019617	0.018975	0.018318	0.017647	0.016962	0.016263	0.015551	0.014825	0.014086	0.013334	0.012568	0.011789	0.010996	0.010189	0.009368	0.008534	0.007685	0.006822	0.005947	0.005058	0.004158	0.003247	0.002327	0.001399	0.000467	
Time=0.280000	0.000478	0.001434	0.002384	0.003328	0.004264	0.005189	0.006103	0.007006	0.007897	0.008775	0.009641	0.010495	0.011335	0.012162	0.012977	0.013778	0.014566	0.015340	0.016101	0.016848	0.017580	0.018297	0.018998	0.019684	0.020352	0.021003	0.021635	0.022248	0.022841	0.023412	0.023962	0.024488	0.024991	0.025469	0.025921	0.026348	0.026748	0.027121	0.027466	0.027783	0.028072	0.028332	0.028564	0.028766	0.028940	0.029085	0.029201	0.029288	0.029346	0.029375	0.029375	0.029346	0.029288	0.029202	0.029086	0.028941	0.028768	0.028565	0.028334	0.028074	0.027785	0.027468	0.027123	0.026751	0.026351	0.025925	0.025472	0.024994	0.024492	0.023966	0.023416	0.022845	0.022252	0.021639	0.021007	0.020356	0.019688	0.019003	0.018302	0.017586	0.016854	0.016109	0.015349	0.014576	0.013789	0.012989	0.012176	0.011349	0.010510	0.009657	0.008791	0.007912	0.007020	0.006117	0.005201	0.004274	0.003337	0.002391	0.001438	0.000480	
Time=0.290000	0.000492	0.001473	0.002451	0.003421	0.004384	0.005338	0.006281	0.007214	0.008136	0.009046	0.009944	0.010830	0.011703	0.012564	0.013413	0.014247	0.015068	0.015875	0.016667	0.017444	0.018205	0.018948	0.019674	0.020381	0.021068	0.021735	0.022380	0.023003	0.023602	0.024177	0.024727	0.025252	0.025749	0.026220	0.026663	0.027078	0.027465	0.027824	0.028154	0.028455	0.028729	0.028973	0.029190	0.029379	0.029541	0.029675	0.029782	0.029862	0.029915	0.029942	0.029942	0.029916	0.029862	0.029782	0.029676	0.029541	0.029380	0.029191	0.028974	0.028729	0.028456	0.028155	0.027825	0.027466	0.027079	0.026664	0.026221	0.025750	0.025252	0.024728	0.024178	0.023602	0.023003	0.022380	0.021736	0.021069	0.020383	0.019677	0.018952	0.018210	0.017451	0.016675	0.015885	0.015079	0.014259	0.013425	0.012578	0.011718	0.010845	0.009959	0.009061	0.008151	0.007229	0.006295	0.005350	0.004395	0.003430	0.002457	0.001477	0.000493	
Time=0.300000	0.000506	0.001518	0.002525	0.003526	0.004519	0.005504	0.006478	0.007443	0.008396	0.009339	0.010269	0.011188	0.012093	0.012986	0.013865	0.014730	0.015579	0.016413	0.017231	0.018031	0.018812	0.019574	0.020315	0.021035	0.021732	0.022406	0.023055	0.023679	0.024277	0.024848	0.025392	0.025908	0.026395	0.026854	0.027284	0.027685	0.028057	0.028401	0.028716	0.029003	0.029262	0.029493	0.029698	0.029875	0.030027	0.030152	0.030252	0.030327	0.030377	0.030402	0.030402	0.030377	0.030327	0.030253	0.030153	0.030027	0.029876	0.029698	0.029494	0.029262	0.029003	0.028716	0.028401	0.028057	0.027684	0.027283	0.026852	0.026393	0.025906	0.025390	0.024846	0.024275	0.023678	0.023054	0.022406	0.021733	0.021037	0.020318	0.019578	0.018818	0.018038	0.017239	0.016423	0.015590	0.014741	0.013877	0.012999	0.012107	0.011201	0.010282	0.009351	0.008408	0.007454	0.006488	0.005512	0.004526	0.003531	0.002528	0.001520	0.000507	
Time=0.310000	0.000523	0.001569	0.002610	0.003645	0.004673	0.005691	0.006699	0.007697	0.008683	0.009658	0.010620	0.011568	0.012503	0.013423	0.014328	0.015216	0.016088	0.016941	0.017775	0.018589	0.019382	0.020153	0.020900	0.021623	0.022321	0.022994	0.023639	0.024257	0.024848	0.025409	0.025942	0.026446	0.026921	0.027367	0.027784	0.028171	0.028530	0.028861	0.029164	0.029440	0.029688	0.029910	0.030106	0.030276	0.030421	0.030542	0.030637	0.030709	0.030757	0.030780	0.030780	0.030757	0.030709	0.030637	0.030542	0.030421	0.030276	0.030106	0.029910	0.029687	0.029438	0.029162	0.028859	0.028528	0.028168	0.027780	0.027363	0.026917	0.026443	0.025939	0.025407	0.024846	0.024256	0.023639	0.022995	0.022323	0.021626	0.020904	0.020158	0.019388	0.018596	0.017783	0.016949	0.016097	0.015226	0.014337	0.013432	0.012512	0.011576	0.010627	0.009665	0.008689	0.007702	0.006703	0.005694	0.004675	0.003647	0.002612	0.001570	0.000524	
Time=0.320000	0.000543	0.001627	0.002707	0.003780	0.004845	0.005899	0.006943	0.007974	0.008992	0.009997	0.010987	0.011962	0.012920	0.013862	0.014785	0.015689	0.016574	0.017437	0.018279	0.019098	0.019893	0.020663	0.021408	0.022126	0.022818	0.023482	0.024118	0.024725	0.025304	0.025853	0.026374	0.026866	0.027328	0.027763	0.028168	0.028546	0.028895	0.029218	0.029513	0.029782	0.030025	0.030242	0.030433	0.030600	0.030743	0.030861	0.030955	0.031026	0.031073	0.031096	0.031096	0.031073	0.031026	0.030955	0.030860	0.030742	0.030599	0.030431	0.030239	0.030021	0.029778	0.029509	0.029213	0.028890	0.028541	0.028163	0.027758	0.027324	0.026862	0.026371	0.025851	0.025303	0.024725	0.024118	0.023484	0.022820	0.022130	0.021412	0.020668	0.019898	0.019103	0.018284	0.017443	0.016579	0.015694	0.014789	0.013865	0.012923	0.011964	0.010989	0.009998	0.008993	0.007974	0.006943	0.005899	0.004845	0.003780	0.002707	0.001627	0.000543	
Time=0.330000	0.000564	0.001690	0.002811	0.003924	0.005027	0.006118	0.007196	0.008260	0.009308	0.010340	0.011354	0.012349	0.013325	0.014280	0.015214	0.016126	0.017015	0.017880	0.018721	0.019536	0.020325	0.021087	0.021823	0.022530	0.023210	0.023861	0.024485	0.025079	0.025645	0.026183	0.026692	0.027173	0.027626	0.028052	0.028450	0.028821	0.029166	0.029484	0.029777	0.030044	0.030285	0.030502	0.030694	0.030861	0.031004	0.031123	0.031218	0.031289	0.031337	0.031360	0.031360	0.031336	0.031288	0.031216	0.031121	0.031001	0.030857	0.030690	0.030497	0.030280	0.030039	0.029772	0.029479	0.029161	0.028817	0.028446	0.028049	0.027624	0.027171	0.026691	0.026183	0.025646	0.025081	0.024487	0.023864	0.023213	0.022534	0.021826	0.021091	0.020328	0.019538	0.018723	0.017881	0.017015	0.016126	0.015213	0.014278	0.013322	0.012346	0.011351	0.010337	0.009305	0.008257	0.007193	0.006115	0.005024	0.003922	0.002809	0.001689	0.000564	
Time=0.340000	0.000584	0.001751	0.002912	0.004064	0.005204	0.006330	0.007440	0.008533	0.009607	0.010660	0.011692	0.012702	0.013689	0.014652	0.015590	0.016502	0.017389	0.018249	0.019082	0.019888	0.020666	0.021416	0.022138	0.022832	0.023498	0.024136	0.024746	0.025328	0.025883	0.026410	0.026910	0.027384	0.027831	0.028252	0.028646	0.029016	0.029359	0.029678	0.029971	0.030240	0.030484	0.030703	0.030898	0.031068	0.031214	0.031335	0.031432	0.031505	0.031553	0.031577	0.031576	0.031551	0.031502	0.031429	0.031331	0.031209	0.031063	0.030892	0.030698	0.030479	0.030235	0.029967	0.029674	0.029356	0.029013	0.028645	0.028251	0.027831	0.027384	0.026912	0.026412	0.025885	0.025331	0.024748	0.024138	0.023500	0.022833	0.022139	0.021416	0.020665	0.019886	0.019080	0.018246	0.017385	0.016498	0.015585	0.014646	0.013683	0.012696	0.011686	0.010653	0.009600	0.008526	0.007434	0.006325	0.005199	0.004060	0.002909	0.001750	0.000584	
Time=0.350000	0.000602	0.001804	0.003000	0.004184	0.005356	0.006511	0.007647	0.008763	0.009856	0.010926	0.011971	0.012991	0.013983	0.014948	0.015885	0.016794	0.017675	0.018527	0.019349	0.020144	0.020909	0.021646	0.022355	0.023036	0.023689	0.024315	0.024914	0.025487	0.026033	0.026553	0.027048	0.027518	0.027962	0.028381	0.028776	0.029146	0.029491	0.029813	0.030109	0.030381	0.030629	0.030852	0.031051	0.031225	0.031374	0.031498	0.031598	0.031672	0.031722	0.031746	0.031746	0.031720	0.031670	0.031594	0.031494	0.031370	0.031220	0.031046	0.030848	0.030625	0.030378	0.030106	0.029810	0.029490	0.029145	0.028776	0.028382	0.027963	0.027519	0.027050	0.026555	0.026035	0.025488	0.024915	0.024315	0.023688	0.023034	0.022352	0.021642	0.020904	0.020138	0.019343	0.018519	0.017667	0.016786	0.015877	0.014939	0.013974	0.012981	0.011962	0.010917	0.009848	0.008755	0.007640	0.006504	0.005351	0.004180	0.002997	0.001803	0.000602	
Time=0.360000	0.000615	0.001841	0.003060	0.004268	0.005461	0.006635	0.007789	0.008920	0.010027	0.011107	0.012159	0.013183	0.014178	0.015143	0.016078	0.016982	0.017856	0.018701	0.019515	0.020300	0.021055	0.021782	0.022481	0.023153	0.023797	0.024415	0.025007	0.025574	0.026115	0.026632	0.027124	0.027592	0.028036	0.028456	0.028853	0.029225	0.029574	0.029898	0.030198	0.030474	0.030726	0.030953	0.031155	0.031333	0.031485	0.031612	0.031714	0.031791	0.031841	0.031867	0.031867	0.031841	0.031790	0.031713	0.031611	0.031483	0.031331	0.031154	0.030952	0.030725	0.030474	0.030198	0.029898	0.029574	0.029226	0.028854	0.028458	0.028038	0.027593	0.027125	0.026632	0.026115	0.025572	0.025005	0.024412	0.023793	0.023147	0.022475	0.021775	0.021047	0.020291	0.019505	0.018691	0.017846	0.016971	0.016067	0.015132	0.014167	0.013173	0.012149	0.011097	0.010018	0.008913	0.007783	0.006630	0.005456	0.004264	0.003058	0.001840	0.000614	
Time=0.370000	0.000620	0.001856	0.003085	0.004302	0.005504	0.006686	0.007847	0.008984	0.010095	0.011179	0.012234	0.013260	0.014255	0.015219	0.016152	0.017054	0.017925	0.018766	0.019576	0.020357	0.021108	0.021831	0.022526	0.023194	0.023835	0.024451	0.025041	0.025606	0.026146	0.026663	0.027155	0.027624	0.028069	0.028491	0.028889	0.029264	0.029615	0.029942	0.030245	0.030524	0.030778	0.031008	0.031213	0.031393	0.031547	0.031677	0.031780	0.031858	0.031910	0.031936	0.031937	0.031911	0.031859	0.031782	0.031679	0.031550	0.031395	0.031216	0.031011	0.030781	0.030526	0.030247	0.029944	0.029616	0.029265	0.028890	0.028491	0.028069	0.027623	0.027153	0.026660	0.026142	0.025601	0.025035	0.024444	0.023828	0.023186	0.022517	0.021822	0.021098	0.020346	0.019565	0.018755	0.017914	0.017043	0.016141	0.015208	0.014244	0.013250	0.012225	0.011171	0.010088	0.008977	0.007841	0.006681	0.005499	0.004299	0.003083	0.001855	0.000619	
Time=0.380000	0.000617	0.001848	0.003071	0.004282	0.005479	0.006656	0.007813	0.008946	0.010054	0.011136	0.012189	0.013213	0.014208	0.015172	0.016106	0.017009	0.017882	0.018725	0.019537	0.020321	0.021075	0.021801	0.022499	0.023170	0.023815	0.024433	0.025026	0.025594	0.026137	0.026656	0.027151	0.027622	0.028069	0.028493	0.028892	0.029268	0.029621	0.029949	0.030253	0.030533	0.030789	0.031019	0.031225	0.031406	0.031562	0.031692	0.031796	0.031875	0.031927	0.031954	0.031955	0.031929	0.031878	0.031800	0.031697	0.031567	0.031412	0.031231	0.031025	0.030794	0.030538	0.030258	0.029952	0.029623	0.029269	0.028892	0.028491	0.028066	0.027618	0.027146	0.026650	0.026130	0.025586	0.025017	0.024423	0.023804	0.023159	0.022488	0.021789	0.021063	0.020309	0.019526	0.018713	0.017871	0.016998	0.016096	0.015162	0.014198	0.013204	0.012181	0.011128	0.010048	0.008940	0.007808	0.006652	0.005475	0.004280	0.003069	0.001846	0.000616	
Time=0.390000	0.000606	0.001817	0.003020	0.004212	0.005391	0.006552	0.007694	0.008815	0.009912	0.010985	0.012033	0.013053	0.014046	0.015011	0.015948	0.016855	0.017734	0.018584	0.019405	0.020197	0.020961	0.021697	0.022405	0.023086	0.023739	0.024366	0.024967	0.025542	0.026091	0.026616	0.027115	0.027589	0.028039	0.028464	0.028866	0.029242	0.029595	0.029923	0.030227	0.030506	0.030760	0.030990	0.031195	0.031375	0.031530	0.031659	0.031763	0.031841	0.031894	0.031920	0.031921	0.031896	0.031845	0.031768	0.031665	0.031536	0.031382	0.031202	0.030997	0.030766	0.030511	0.030231	0.029926	0.029596	0.029242	0.028864	0.028462	0.028035	0.027583	0.027107	0.026607	0.026082	0.025531	0.024956	0.024354	0.023727	0.023073	0.022392	0.021685	0.020949	0.020186	0.019394	0.018573	0.017724	0.016846	0.015939	0.015003	0.014038	0.013046	0.012026	0.010979	0.009907	0.008810	0.007690	0.006549	0.005388	0.004210	0.003018	0.001816	0.000606	
Time=0.400000	0.000590	0.001769	0.002942	0.004105	0.005255	0.006391	0.007511	0.008612	0.009693	0.010752	0.011790	0.012804	0.013794	0.014759	0.015698	0.016611	0.017498	0.018358	0.019190	0.019995	0.020773	0.021523	0.022245	0.022940	0.023607	0.024247	0.024860	0.025445	0.026004	0.026536	0.027042	0.027522	0.027976	0.028404	0.028807	0.029184	0.029537	0.029864	0.030166	0.030443	0.030695	0.030923	0.031125	0.031302	0.031455	0.031582	0.031684	0.031760	0.031812	0.031838	0.031838	0.031813	0.031763	0.031687	0.031586	0.031459	0.031307	0.031130	0.030927	0.030699	0.030446	0.030168	0.029865	0.029537	0.029183	0.028804	0.028400	0.027970	0.027515	0.027034	0.026527	0.025994	0.025434	0.024848	0.024235	0.023595	0.022928	0.022233	0.021511	0.020762	0.019984	0.019180	0.018348	0.017489	0.016603	0.015691	0.014752	0.013788	0.012799	0.011785	0.010748	0.009689	0.008609	0.007508	0.006389	0.005254	0.004103	0.002941	0.001769	0.000590	
Time=0.410000	0.000572	0.001713	0.002850	0.003978	0.005096	0.006202	0.007294	0.008370	0.009430	0.010472	0.011496	0.012500	0.013484	0.014446	0.015386	0.016303	0.017196	0.018065	0.018909	0.019727	0.020519	0.021284	0.022022	0.022732	0.023415	0.024070	0.024697	0.025296	0.025866	0.026409	0.026924	0.027412	0.027872	0.028305	0.028711	0.029090	0.029443	0.029770	0.030070	0.030345	0.030595	0.030819	0.031018	0.031192	0.031341	0.031465	0.031564	0.031639	0.031688	0.031713	0.031713	0.031688	0.031639	0.031565	0.031466	0.031341	0.031192	0.031018	0.030819	0.030595	0.030345	0.030069	0.029768	0.029440	0.029087	0.028706	0.028300	0.027866	0.027405	0.026917	0.026401	0.025858	0.025286	0.024687	0.024060	0.023405	0.022722	0.022011	0.021274	0.020509	0.019718	0.018900	0.018057	0.017189	0.016296	0.015380	0.014441	0.013479	0.012496	0.011493	0.010469	0.009427	0.008368	0.007292	0.006200	0.005095	0.003977	0.002849	0.001713	0.000572	
Time=0.420000	0.000553	0.001658	0.002758	0.003852	0.004936	0.006011	0.007074	0.008124	0.009160	0.010182	0.011189	0.012179	0.013153	0.014108	0.015044	0.015960	0.016856	0.017729	0.018580	0.019407	0.020210	0.020987	0.021739	0.022464	0.023161	0.023830	0.024472	0.025084	0.025668	0.026224	0.026750	0.027247	0.027715	0.028155	0.028567	0.028950	0.029306	0.029634	0.029935	0.030210	0.030458	0.030680	0.030876	0.031047	0.031194	0.031315	0.031411	0.031483	0.031531	0.031555	0.031555	0.031530	0.031481	0.031409	0.031311	0.031189	0.031043	0.030871	0.030674	0.030452	0.030204	0.029929	0.029628	0.029300	0.028944	0.028560	0.028149	0.027709	0.027240	0.026743	0.026217	0.025662	0.025077	0.024464	0.023823	0.023153	0.022456	0.021731	0.020980	0.020203	0.019400	0.018573	0.017723	0.016849	0.015955	0.015039	0.014103	0.013148	0.012176	0.011186	0.010180	0.009158	0.008122	0.007072	0.006010	0.004936	0.003851	0.002758	0.001658	0.000553	
Time=0.430000	0.000537	0.001610	0.002679	0.003741	0.004796	0.005841	0.006877	0.007901	0.008914	0.009914	0.010901	0.011874	0.012833	0.013776	0.014702	0.015611	0.016502	0.017374	0.018225	0.019055	0.019862	0.020646	0.021405	0.022139	0.022847	0.023528	0.024182	0.024807	0.025403	0.025970	0.026508	0.027016	0.027495	0.027944	0.028364	0.028754	0.029116	0.029449	0.029753	0.030030	0.030280	0.030503	0.030699	0.030870	0.031015	0.031136	0.031231	0.031302	0.031349	0.031373	0.031372	0.031347	0.031299	0.031226	0.031129	0.031008	0.030862	0.030690	0.030493	0.030270	0.030020	0.029743	0.029439	0.029106	0.028745	0.028355	0.027936	0.027488	0.027010	0.026502	0.025965	0.025398	0.024802	0.024177	0.023524	0.022843	0.022136	0.021402	0.020642	0.019858	0.019051	0.018221	0.017370	0.016498	0.015608	0.014698	0.013772	0.012829	0.011871	0.010898	0.009912	0.008912	0.007899	0.006875	0.005840	0.004795	0.003740	0.002678	0.001610	0.000537	
Time=0.440000	0.000525	0.001573	0.002617	0.003655	0.004685	0.005707	0.006718	0.007720	0.008710	0.009689	0.010655	0.011609	0.012549	0.013475	0.014386	0.015282	0.016161	0.017023	0.017866	0.018690	0.019494	0.020276	0.021036	0.021772	0.022484	0.023171	0.023831	0.024464	0.025070	0.025647	0.026195	0.026714	0.027203	0.027663	0.028092	0.028493	0.028863	0.029204	0.029517	0.029801	0.030056	0.030284	0.030485	0.030660	0.030808	0.030930	0.031028	0.031100	0.031148	0.031171	0.031170	0.031145	0.031095	0.031021	0.030922	0.030799	0.030649	0.030474	0.030272	0.030044	0.029788	0.029504	0.029192	0.028851	0.028482	0.028082	0.027653	0.027195	0.026707	0.026189	0.025642	0.025066	0.024461	0.023829	0.023169	0.022483	0.021772	0.021035	0.020276	0.019493	0.018690	0.017865	0.017022	0.016160	0.015280	0.014384	0.013473	0.012547	0.011606	0.010653	0.009686	0.008708	0.007718	0.006716	0.005705	0.004683	0.003653	0.002616	0.001572	0.000525	
Time=0.450000	0.000516	0.001547	0.002574	0.003594	0.004607	0.005610	0.006603	0.007585	0.008556	0.009514	0.010460	0.011394	0.012314	0.013220	0.014112	0.014989	0.015850	0.016695	0.017524	0.018334	0.019126	0.019898	0.020650	0.021380	0.022088	0.022772	0.023432	0.024068	0.024677	0.025259	0.025814	0.026341	0.026840	0.027309	0.027750	0.028161	0.028544	0.028896	0.029220	0.029515	0.029782	0.030020	0.030230	0.030413	0.030568	0.030697	0.030799	0.030876	0.030926	0.030951	0.030950	0.030923	0.030871	0.030793	0.030689	0.030559	0.030402	0.030219	0.030008	0.029769	0.029502	0.029207	0.028884	0.028531	0.028150	0.027739	0.027299	0.026831	0.026333	0.025808	0.025254	0.024673	0.024065	0.023431	0.022771	0.022088	0.021380	0.020651	0.019899	0.019127	0.018336	0.017525	0.016697	0.015851	0.014989	0.014112	0.013220	0.012313	0.011393	0.010459	0.009512	0.008553	0.007583	0.006601	0.005608	0.004605	0.003593	0.002573	0.001546	0.000516	
